id,col1,col2,col3,col4,col5,col6,col7,col8
52803,0.017210893831,0.129924782164,0.00211405930785,0.0936481559079,0.209323594008,0.443381898231,0.00117329845157,0.103223318099
52804,0.167900971842,0.0621570712657,0.0244936470346,0.191133490629,0.152307916399,0.243085225029,0.0877090243541,0.0712126534473
52805,0.183932392487,0.115450898587,0.0621299066081,0.252956631309,0.092559759768,0.08760465113,0.0501062365753,0.155259523536
52806,0.460834932344,0.224379569214,0.00445218149948,0.0462431641556,0.102591143763,0.123361693654,0.00785876523119,0.0302785501381
52807,0.0695107748258,0.100341072019,0.00364788715054,0.228506851485,0.116727054217,0.236906319149,0.00328967032928,0.241070370824
52809,0.128228774401,0.208685818895,0.113629010943,0.229347887483,0.0823861691374,0.128857556313,0.0874778595098,0.0213869233189
52810,0.204903570692,0.166939575259,0.00409649439686,0.107581686609,0.174722459774,0.274659110781,0.00346592979524,0.0636311726926
52811,0.507454784664,0.234088867557,0.00960357832008,0.0756922626436,0.0652491303939,0.0875210717843,0.00262091868573,0.0177693859514
52813,0.0920954268384,0.110315744891,0.0741471271521,0.113012502319,0.124817160141,0.257308733098,0.140751066422,0.0875522391384
52814,0.228704441638,0.227186921561,0.0320446615553,0.0850415977824,0.226329027426,0.13275650646,0.0388932261573,0.0290436174201
52815,0.0240373330033,0.221557256118,0.00122629455479,0.20340411548,0.11905545293,0.111633418147,0.00274414988649,0.31634197988
52816,0.353091010317,0.265327313301,0.0305764896556,0.0892986226112,0.0509258674081,0.197904726601,0.00262337548925,0.0102525946164
52817,0.0901323182948,0.166325498548,0.0603629789405,0.0548717021118,0.210777228338,0.0749948103348,0.318773432248,0.0237620311838
52818,0.185715943733,0.253241964973,0.0178797993577,0.122240162018,0.195956964331,0.127039757463,0.019373540902,0.0785518672233
52819,0.103917798891,0.13956128798,0.0499071476827,0.184890482367,0.287194880125,0.15218346471,0.0241671233426,0.0581778149009
52820,0.0839010448687,0.136126828921,0.00457906322147,0.0854741014962,0.242199849996,0.363830184902,0.0155091602277,0.0683797663676
52821,0.425670518172,0.203048487476,0.0287477998039,0.143781161927,0.0633658779832,0.0932288726906,0.0178704723144,0.024286809633
52823,0.0149768841915,0.0742709467573,0.00837587615144,0.103528682868,0.286799237974,0.418061606879,0.00523704494054,0.0887497202378
52825,0.134804957931,0.257612038254,0.00471967884834,0.111805893639,0.114864398004,0.161140507409,0.0305931166305,0.184459409284
52826,0.0921326265432,0.181543470916,0.0236781295122,0.0785663076797,0.30851085595,0.151879799781,0.0595672336378,0.104121575981
52827,0.077982347378,0.341231892156,0.0694264892944,0.0262241476153,0.369960945571,0.0854318552319,0.0256897671056,0.00405255564775
52828,0.0939588248225,0.142639689728,0.0214255514178,0.0784968834727,0.281257191456,0.134163639589,0.17183497727,0.0762232422436
52829,0.137141441779,0.12669028773,0.126435176873,0.123867292781,0.179538936549,0.127886382666,0.130634053621,0.0478064280009
52831,0.0570162889808,0.0994683211586,0.00157385139647,0.192469854106,0.0754007867495,0.272198497823,0.00292666237673,0.298945737408
52832,0.0389159450795,0.107026035349,0.000650239442203,0.135019352491,0.2168389298,0.280866153451,0.00366103713,0.217022307257
52834,0.0673835672342,0.320305149231,0.0025368266048,0.121482513565,0.142942621089,0.204195659618,0.0257362238293,0.115417438829
52836,0.48772640961,0.144343684459,0.00396380028438,0.0424365018991,0.195993994601,0.0799090985852,0.00538908485766,0.0402374257044
52838,0.019812982304,0.186266304468,0.0119492059896,0.145646409567,0.224103109231,0.302442685198,0.0261119308875,0.0836673723542
52839,0.106774463294,0.207551785423,0.0143040909619,0.261195526725,0.13655680455,0.170219348158,0.00772420489625,0.0956737759918
